"Disposition","Location","per_loc"
DETAIL,PIGGOTT ES,1
OTHER DISTURBANCE,PIGGOTT ES,1
WARRANT PICKUP,PHILMAR AVE&E TROPICANA AVE,1
NON-CRIMINAL DETAIL,PHILLIPS AVE&S MARYLAND PKWY,1
INVESTIGATION/FOLLOW,PETERSON BEHAVIORAL,3
DETAIL,PERSON,1
OTHER DISTURBANCE,PERFORMANCE CIR #10,1
TRAFFIC PROBLEM,PEPPERMILL DR&S TORREY PINES D,1
WANTED PERSON,PENNWOOD AVE&WING ST,1
PERSON ON FOOT,PED BRIDGE NEAR LIBRARY,1
TRAFFIC STOP,PECOS/STEWART,1
WANTED PERSON,PECOS/OWENS,1
TRAFFIC STOP,PECOS/BONANZA 7-11,1
DETAIL,PEARSON COMMUNITY,1
DETAIL,PEARSON,1
PERSON ON FOOT,PEARSON,2
TRAFFIC STOP,PEAK DR&N TORREY PINES DR,1
ASSIST A CITIZEN,PEAK DR&N RAINBOW BLVD,1
ASSIST A CITIZEN,PAVILION POOL,1
NON-CRIMINAL DETAIL,PAVILION POOL,1
SEE PERSON FOR INFO,PAVILION POOL,1
ASSIST A CITIZEN,PAVILION CENTER POOL,1
ANIMAL COMPLAINT,PATRIOTS PARK,3
ASSAULT/BATTERY,PATRIOTS PARK,1
ASSIST A CITIZEN,PATRIOTS PARK,1
ASSIST AN OFFICER,PATRIOTS PARK,1
BAR/PERIMETER CHECK,PATRIOTS PARK,1
INDECENT EXPOSURE,PATRIOTS PARK,1
LODGING W/O CONSENT,PATRIOTS PARK,2
MAL DEST PROPERTY,PATRIOTS PARK,1
MISSING/FOUND PROPER,PATRIOTS PARK,1
NARCOTICS,PATRIOTS PARK,8
NON-CRIMINAL DETAIL,PATRIOTS PARK,1
OTHER DISTURBANCE,PATRIOTS PARK,9
OUT OF VEHICLE,PATRIOTS PARK,1
PARK RULES VIOL ALCO,PATRIOTS PARK,1
PARK RULES VIOL CLOS,PATRIOTS PARK,17
PARK RULES VIOL OTHE,PATRIOTS PARK,1
PERSON ON FOOT,PATRIOTS PARK,6
PERSON W/GUN,PATRIOTS PARK,3
PERSON W/KNIFE,PATRIOTS PARK,1
RECKLESS DRIVER,PATRIOTS PARK,3
SUICIDE THREAT,PATRIOTS PARK,1
SUSPICIOUS PERSON,PATRIOTS PARK,4
SUSPICIOUS SITUATION,PATRIOTS PARK,4
SUSPICIOUS VEHICLE,PATRIOTS PARK,23
TRAFFIC STOP,PATRIOTS PARK,31
SUSPICIOUS VEHICLE,PATRIOT PARK,1
TRAFFIC STOP,PATH FINDER AVE&VEGAS DR,1
INVESTIGATION/FOLLOW,PASEO DEL PRADO APTS,1
DIRECTED PATROL ACTI,PARKS/LEISURE ADMIN,2
OTHER DISTURBANCE,PARKS/LEISURE ADMIN,1
PED/VEH INTERFERENCE,PARKS/LEISURE ADMIN,1
PERSON ON FOOT,PARKS/LEISURE ADMIN,2
SICK OR INJURED PERS,PARKS/LEISURE ADMIN,1
SUSPICIOUS PERSON,PARKS/LEISURE ADMIN,1
STOLEN PROPERTY,PARKS BLDG,1
BAR/PERIMETER CHECK,PARKING SERVICES,1
PETIT LARCENY,PARKING SERVICES,1
PERSON ON FOOT,PARKING LOT UNDER THE BRIDGE,1
WARRANT PICKUP,PARKING LOT SE CORNER,1
OTHER DISTURBANCE,PARKING LOT,2
DRUNK,PARKING GARAGE,1
LODGING W/O CONSENT,PARKING GARAGE,1
TRAFFIC PROBLEM,PARKING GARAGE,1
MENTALLY ILL PERSON,PARKING ENFORCEMENT OFFICE,1
BAR/PERIMETER CHECK,PARKING ENFORCEMENT,1
MISC. ADMIN MATTER,PARKING ENFORCEMENT,1
OTHER DISTURBANCE,PARKING ENFORCEMENT,1
OTHER DISTURBANCE,PARKING ENF OFFICE,1
TRAFFIC STOP,PARKHURST ST&E WASHINGTON AVE,1
TRAFFIC STOP,PARKCHESTER DR&MARLENA CIR,1
BURGLARY,PARK OPEN SP MOD,1
BURGLARY ALARM,PARK OPEN SP MOD,6
NON-CRIMINAL DETAIL,PARK OPEN SP MOD,1
DISTURBING THE PEACE,PARK ON FREMONT,1
OTHER DISTURBANCE,PARK ON FREMONT,1
JUVENILE DISTURBANCE,PARK BEHIND BETTYE WILSON,1
INDECENT EXPOSURE,PARK AT FREMONT,1
BURGLARY ALARM,PARK AND OPEN SPACES,1
OTHER DISTURBANCE,PARK,1
WANTED PERSON,PARIS LAS VEGAS,1
WANTED PERSON,PARADISE RD&TONY BENNETT WAY,1
WARRANT PICKUP,PARADISE RD&KAREN AVE,1
TRAFFIC STOP,PARADISE RD&E SAHARA AVE,1
STATISTICAL INFORMAT,PARADISE ES,1
OUT OF VEHICLE,PALOS VERDES ST&E TWAIN AVE,1
ACCIDENT PRIVATE PRO,PALO VERDE POOL,1
ASSAULT/BATTERY,PALO VERDE POOL,1
ASSIST A CITIZEN,PALO VERDE POOL,5
BURGLARY ALARM,PALO VERDE POOL,25
DETAIL,PALO VERDE POOL,1
GRAND LARCENY,PALO VERDE POOL,1
JUVENILE DISTURBANCE,PALO VERDE POOL,1
KEEP THE PEACE,PALO VERDE POOL,1
MAL DEST PROPERTY,PALO VERDE POOL,1
MISSING/FOUND PROPER,PALO VERDE POOL,1
NON-CRIMINAL DETAIL,PALO VERDE POOL,2
OTHER DISTURBANCE,PALO VERDE POOL,3
SEE PERSON FOR INFO,PALO VERDE POOL,2
SICK OR INJURED PERS,PALO VERDE POOL,3
SUSPICIOUS PERSON,PALO VERDE POOL,1
SUSPICIOUS VEHICLE,PALO VERDE POOL,1
TRAFFIC PROBLEM,PALO VERDE POOL,1
UNKNOWN TROUBLE,PALO VERDE POOL,1
COMMUNITY CONTACT,PALO VERDE HS,1
DETAIL,PALO VERDE HS,1
INVESTIGATION/FOLLOW,PALO VERDE HS,14
LICENSE CHECK/NUMBER,PALO VERDE HS,1
PERSON ON FOOT,PALO VERDE HS,1
TRAFFIC STOP,PALO VERDE HS,1
WANTED PERSON,PALO VERDE DR&E BURKHOLDER BLVD,1
INVESTIGATION/FOLLOW,PALO VERDE APTS,1
NON-CRIMINAL DETAIL,PALMS CASINO RESORT,1
COMMUNITY CONTACT,PALMMORTUARY,1
NON-CRIMINAL DETAIL,PALMMORTUARY,2
OTHER DISTURBANCE,PALMMORTUARY,1
PERSON ON FOOT,PALMMORTUARY,1
UNKNOWN TROUBLE,PALMMORTUARY,1
ASSIST A CITIZEN,PALM ST&E WYOMING AVE,1
STOLEN VEHICLE,PALM ST&E ST LOUIS AVE,1
ASSIST AN OFFICER,PALM ST&E CHARLESTON BLVD,1
NON-CRIMINAL DETAIL,PALM MORTUARY,1
WANTED PERSON,PALACE STATION,1
DETAIL,PALACE CT&KING WILLIAM DR,1
SICK OR INJURED PERS,PAIUTE DR&N MAIN ST,1
TRAFFIC STOP,PADRE/GRAND,1
WANTED PERSON,OXFORD HOUSE,1
DETAIL,OWENS AND EASTERN,3
DETAIL,OWENS @ EASTERN,1
TRAFFIC PROBLEM,OUTSIDE OF EWING BROS,1
SUSPICIOUS VEHICLE,OUTSIDE BAIL WINDOW,1
PERSON ON FOOT,OUT WITH 3,1
TRAFFIC STOP,OSO BLANCA RD&SEVERENCE LN,1
TRAFFIC STOP,OSO BLANCA RD&N DURANGO DR,1
ACCIDENT W/INJURY,OSO BLANCA RD&GRAND TETON DR,1
TRAFFIC STOP,OSO BLANCA RD&CC 215,1
ASSIST AN OFFICER,OSAGE AVE&N PECOS RD,1
NON-CRIMINAL DETAIL,OROARKE ES,1
OTHER DISTURBANCE,OROARKE ES,1
OUT OF VEHICLE,OROARKE ES,1
INVESTIGATION/FOLLOW,ORLEANS CASINO HOTEL,2
WARRANT PICKUP,ORLEANS CASINO - FRONT ENTRANCE,1
MAINTENANCE,OPPORTUNITY VILLAGE,1
BURGLARY ALARM,OPERATIONS BLDG,2
ASSIST A CITIZEN,OPERATION BLDG,1
OTHER DISTURBANCE,ON WALNUT SIDE,1
TRAFFIC PROBLEM,ON W/S OF STREET,1
OTHER DISTURBANCE,ON THE D CASINO SIDE,1
WANTED PERSON,ON THE CORNER,1
ACCIDENT,ON RANCHO N OF CHARLESTON,1
TRAFFIC PROBLEM,ON LENA-WEST SIDE OF STREET,1
WANTED PERSON,ON JEAN W OF DECATUR,1
SICK OR INJURED PERS,ON FREMONT W OF 4TH,1
PERSON ON FOOT,ON FREMONT IFO BINIONS,1
TRAFFIC PROBLEM,ON FAIR HAVEN/NORTH OF VEGAS,1
STOLEN PROPERTY,ON ELCAMPO GRANDE E OF CIMARRON,1
TRAFFIC PROBLEM,ON EASTSIDE OF STR,1
TRAFFIC PROBLEM,ON EASTSIDE OF ST (CITY JURS),1
WANTED PERSON,ON BURNHAM @ SAHARA,1
DETAIL,ON BONZ JUST E/O MARION,1
OTHER DISTURBANCE,ON ALEXANDER E OF US 95,1
OTHER DISTURBANCE,ON 3RD STREET,1
SICK OR INJURED PERS,OLIVE ST&EUCLID AVE,1
DETAIL,OLD TRAFFIC SIGNAL REPAIR SHOP,1
TRESPASS,OLD STATE MUSEUM,1
OTHER DISTURBANCE,OLD SPANISH TRAIL PARK,1
BURGLARY ALARM,OLD MUSEUM,1
SUSPICIOUS SITUATION,OLD DT BEAUTIFICATION OFFICE,1
ASSIST A CITIZEN,OLD DISCOVERY MUSEUM,1
UNKNOWN TROUBLE,OLD DISCOVERY MUSEUM,1
SUSPICIOUS PERSON,OGDEN/CITY PARKWAY,1
NARCOTICS,OGDEN/3RD,1
TRAFFIC STOP,OGDEN W OF LV BLVD,1
DETAIL,OGDEN BRIGE AT CITY PKY,1
DETAIL,OGDEN AND MAIN,2
DETAIL,OGDEN @ CITY,1
TRAFFIC STOP,OGDEN & LAS VEGAS,1
DETAIL,OGDEN & CITY PARKWAY,1
SICK OR INJURED PERS,OFFICER ADV NORTH,1
NARCOTICS,OFF RAMP,1
PED/VEH INTERFERENCE,OFF RAMP,1
BURGLARY ALARM,OFC OF EM/CERT/WEST SERVICE,1
ASSIST A CITIZEN,OFC OF EM/CERT,1
BAR/PERIMETER CHECK,OFC OF EM/CERT,1
BURGLARY ALARM,OFC OF EM/CERT,19
DETAIL,OFC OF EM/CERT,1
NON-CRIMINAL DETAIL,OFC OF EM/CERT,1
SEE PERSON FOR INFO,OFC OF EM/CERT,1
SUSPICIOUS PERSON,OFC OF EM/CERT,1
SUSPICIOUS SITUATION,OFC OF EM/CERT,1
SUSPICIOUS VEHICLE,OFC OF EM/CERT,1
UNKNOWN TROUBLE,OFC OF EM/CERT,1
ASSAULT/BATTERY,ODYSSEUS AVE&N CIMARRON RD,1
PERSON ON FOOT,ODGEN AND CITY PARKWAY,1
DETAIL,OBANNON @ HAUCK,1
ASSIST AN OFFICER,OASIS RIDGE APTS BLD B #1020,1
ACCIDENT,OASIS PARKING LOT,1
ASSAULT/BATTERY,OASIS LOT,1
ASSIST A CITIZEN,OASIS LOT,1
AUTO BURGLARY,OASIS LOT,3
BURGLARY,OASIS LOT,3
PERSON W/OTHER WEAPO,OASIS LOT,1
RECOVERED STOLEN VEH,OASIS LOT,1
TRAFFIC PROBLEM,OASIS LOT,7
PERSON ON FOOT,OASIS AVE&W WASHINGTON AVE,1
PERSON ON FOOT,OAKSIDE AVE&N BUFFALO DR,1
TRAFFIC STOP,OAKEY/KILTIE,1
DETAIL,OAKEY AND WYOMING,1
DETAIL,OAKEY AND WESTERN,1
DETAIL,OAKEY AND INDUSTRIAL,1
COMMUNITY CONTACT,O'ROARKE ELEMENTRY SCHOOL,1
COMMUNITY CONTACT,O'ROARKE ELEMENTRY,1
OUT OF VEHICLE,O'ACES,1
ACCIDENT,NW SUBSTATION,1
ASSIST A CITIZEN,NW SUBSTATION,5
BURGLARY ALARM,NW SUBSTATION,13
DETAIL,NW SUBSTATION,5
INVESTIGATION/FOLLOW,NW SUBSTATION,57
MISSING/FOUND PROPER,NW SUBSTATION,1
NON-CRIMINAL DETAIL,NW SUBSTATION,12
OTHER DISTURBANCE,NW SUBSTATION,5
PERSON ON FOOT,NW SUBSTATION,10
SEE PERSON FOR INFO,NW SUBSTATION,5
SUSPICIOUS VEHICLE,NW SUBSTATION,9
TRAFFIC STOP,NW SUBSTATION,1
TRESPASS,NW SUBSTATION,1
UNKNOWN TROUBLE,NW SUBSTATION,1
WANTED PERSON,NW SUBSTATION,1
TRAFFIC STOP,NW CORNER PARKING LOT,1
OTHER DISTURBANCE,NW CORNER,1
INVESTIGATION/FOLLOW,NVRECYCLINGMITCHELL,3
INVESTIGATION/FOLLOW,NVPARTNERS,1
BURGLARY ALARM,NV STATE MUSEUM/VARIETY,1
BURGLARY ALARM,NV STATE MUSEUM,18
JUVENILE DISTURBANCE,NV STATE MUSEUM,1
SEE PERSON FOR INFO,NV STATE MUSEUM,1
SUSPICIOUS SITUATION,NV STATE MUSEUM,1
UNKNOWN TROUBLE,NV STATE MUSEUM,1
OUT OF VEHICLE,NV STATE COLLEGE,3
JUVENILE DISTURBANCE,NV SCHOOL OF THE ARTS,2
DETAIL,NV PARTNERS @ LAKE MEAD BL,1
WANTED PERSON,NV PAROLE AND PROB MAIN LOBBY,1
DETAIL,NV PAROLE AND PROB,1
SICK OR INJURED PERS,NV PAROLE AND PROB,1
WANTED PERSON,NV PAROLE AND PROB,3
WARRANT PICKUP,NV PAROLE AND PROB,1
SUSPICIOUS PERSON,NULL LN&APLIN AVE,1
ASSIST AN OFFICER,NUCLEUS PLAZA,1
BURGLARY ALARM,NUCLEUS PLAZA,1
SICK OR INJURED PERS,NUCLEUS PLAZA,1
TRANSPORT,NORTHVISTA HOSPITAL,1
WANTED PERSON,NORTHVISTA,1
WANTED PERSON,NORTH WEST CORNER,1
WANTED PERSON,NORTH OF/BEHIND MGM,1
TRAFFIC PROBLEM,NORTH OF X,1
ACCIDENT,NORTH OF SCARAMENTO,1
OTHER DISTURBANCE,NORTH OF,1
OTHER DISTURBANCE,NORTH CORNER,1
WARRANT PICKUP,NORTH BOUND/NORTH OF,1
TRAFFIC PROBLEM,NORMAN AVE&S MARYLAND PKWY,1
TRAFFIC STOP,NORMAN AVE&S MARYLAND PKWY,1
WANTED PERSON,NLV MUNICT,1
DISTURBING THE PEACE,NIBLICK/CADDY,1
MISC. ADMIN MATTER,NHP,1
OTHER DISTURBANCE,NEXT TO WALGREENS CIR 23,1
TRAFFIC PROBLEM,NEXT TO UMC TRAUMA,1
WANTED PERSON,NEWVILLE HOUSE,1
INVESTIGATION/FOLLOW,NEWCITYHALL,1
MISC. ADMIN MATTER,NEWCITYHALL,2
STAKE OUT,NEWCITYHALL,1
WANTED PERSON,NEW YORK NEW YORK,1
NON-CRIMINAL DETAIL,NEW HORIZONS ACADEMY,1
WANTED PERSON,NEVSO/HUGH HEFNER,1
RECOVERED STOLEN VEH,NEONOPOLIS GARAGE 1ST LEVEL SW,1
ACCIDENT,NEONOPOLIS GARAGE,7
ACCIDENT HIT/RUN,NEONOPOLIS GARAGE,1
ACCIDENT PRIVATE PRO,NEONOPOLIS GARAGE,1
ACCIDENT W/INJURY,NEONOPOLIS GARAGE,1
ASSAULT/BATTERY,NEONOPOLIS GARAGE,3
ASSAULT/BATTERY W/KN,NEONOPOLIS GARAGE,1
ASSIST A CITIZEN,NEONOPOLIS GARAGE,2
ASSIST AN OFFICER,NEONOPOLIS GARAGE,1
ATTEMPT BURGLARY,NEONOPOLIS GARAGE,1
BURGLARY,NEONOPOLIS GARAGE,2
DETAIL,NEONOPOLIS GARAGE,2
DIRECTED PATROL ACTI,NEONOPOLIS GARAGE,2
DRUNK,NEONOPOLIS GARAGE,4
DRUNK DRIVER,NEONOPOLIS GARAGE,6
EXPLOSIVE DEVICE,NEONOPOLIS GARAGE,1
FAMILY DISTURBANCE,NEONOPOLIS GARAGE,4
FIGHT,NEONOPOLIS GARAGE,4
GRAFFITI,NEONOPOLIS GARAGE,1
INVESTIGATION/FOLLOW,NEONOPOLIS GARAGE,6
MAL DEST PROPERTY,NEONOPOLIS GARAGE,5
NARCOTICS,NEONOPOLIS GARAGE,5
OTHER DISTURBANCE,NEONOPOLIS GARAGE,30
PERSON ON FOOT,NEONOPOLIS GARAGE,5
RECOVERED STOLEN VEH,NEONOPOLIS GARAGE,2
SICK OR INJURED PERS,NEONOPOLIS GARAGE,6
STOLEN PROPERTY,NEONOPOLIS GARAGE,1
STOLEN VEHICLE,NEONOPOLIS GARAGE,2
SUICIDE,NEONOPOLIS GARAGE,1
SUICIDE ATTEMPT,NEONOPOLIS GARAGE,1
SUSPICIOUS PERSON,NEONOPOLIS GARAGE,8
SUSPICIOUS SITUATION,NEONOPOLIS GARAGE,4
SUSPICIOUS VEHICLE,NEONOPOLIS GARAGE,8
TRAFFIC PROBLEM,NEONOPOLIS GARAGE,40
TRAFFIC STOP,NEONOPOLIS GARAGE,1
TRESPASS,NEONOPOLIS GARAGE,3
UNKNOWN TROUBLE,NEONOPOLIS GARAGE,3
URINATING/DEFECATING,NEONOPOLIS GARAGE,1
WANTED PERSON,NEONOPOLIS GARAGE,1
SUSPICIOUS PERSON,NEONOPOLIS,1
TRESPASS,NEON MUSUEM OFFICE,1
TRESPASS,NEON MUSUEM ADMIN OFFICE,1
SICK OR INJURED PERS,NEON MUSUEM,1
ACCIDENT HIT/RUN,NEON MUSEUM,1
OTHER DISTURBANCE,NEON MUSEUM,1
SUSPICIOUS PERSON,NEON MUSEUM,1
SUSPICIOUS VEHICLE,NEON MUSEUM,1
TRESPASS,NEON MUSEUM,1
WANTED PERSON,NEON CITY TATTOS,1
ASSIST A CITIZEN,NEON BONEYARD,2
AUTO BURGLARY,NEON BONEYARD,1
COMMUNITY CONTACT,NEON BONEYARD,1
MAL DEST PROPERTY,NEON BONEYARD,1
OTHER DISTURBANCE,NEON BONEYARD,6
PERSON ON FOOT,NEON BONEYARD,2
RECOVERED STOLEN VEH,NEON BONEYARD,1
SUSPICIOUS PERSON,NEON BONEYARD,3
SUSPICIOUS VEHICLE,NEON BONEYARD,1
TRESPASS,NEON BONEYARD,1
UNKNOWN TROUBLE,NEON BONEYARD,1
TRAFFIC PROBLEM,NEO,1
DETAIL,NELLIS AND MONROE,1
OTHER DISTURBANCE,NEIGHBRHD RESPONSE,1
PANIC ALARM,NEIGHBORHOOD SVCS,1
BAR/PERIMETER CHECK,NEIGHBORHOOD PRESERV,1
DETAIL,NEIGHBORHOOD PRESERV,2
DIRECTED PATROL ACTI,NEIGHBORHOOD PRESERV,1
JUVENILE DISTURBANCE,NEIGHBORHOOD PRESERV,3
MAL DEST PROPERTY,NEIGHBORHOOD PRESERV,1
NARCOTICS,NEIGHBORHOOD PRESERV,1
NON-CRIMINAL DETAIL,NEIGHBORHOOD PRESERV,5
OTHER DISTURBANCE,NEIGHBORHOOD PRESERV,2
PARK RULES VIOL CLOS,NEIGHBORHOOD PRESERV,1
PERSON ON FOOT,NEIGHBORHOOD PRESERV,3
SUSPICIOUS PERSON,NEIGHBORHOOD PRESERV,2
SUSPICIOUS SITUATION,NEIGHBORHOOD PRESERV,1
SUSPICIOUS VEHICLE,NEIGHBORHOOD PRESERV,3
TRAFFIC STOP,NEIGHBORHOOD PRESERV,1
UNKNOWN TROUBLE,NEIGHBORHOOD PRESERV,1
TRESPASS,NEAR THE UNDERPASS,1
ASSAULT/BATTERY,NEAR STARBUCKS,1
WARRANT PICKUP,NEAR SHERMAN GARDEN APTS,1
WANTED PERSON,NEAR ROBERT LAKE ELEM,1
PERSON ON FOOT,NEAR CIRCLE 11,1
ASSIST AN OFFICER,NEALELEMSCHOOL,1
FOUND EXPLOSIVES,NEALELEMSCHOOL,1
PERSON ON FOOT,NE CORNER VEGAS DECATUR,1
OTHER DISTURBANCE,NE CORNER,1
WARRANT PICKUP,NB S OF,1
COMMUNITY CONTACT,NB LV BLVD @ STEWART & OGDEN,1
WANTED PERSON,NB I15 S OF TROPICANA,1
SICK/INJURED PERSON,NB 215 N OF TOWN CENTER,1
MAL DEST PROPERTY,NATURAL HIST MUSUEM COLLECTIONS,1
"911 DISC",NATURAL HIST MUSEUM,1
ASSAULT/BATTERY,NATURAL HIST MUSEUM,1
ASSIST A CITIZEN,NATURAL HIST MUSEUM,3
ATTEMPT BURGLARY,NATURAL HIST MUSEUM,1
AUTO BURGLARY,NATURAL HIST MUSEUM,4
BURGLARY ALARM,NATURAL HIST MUSEUM,14
DETAIL,NATURAL HIST MUSEUM,1
DISTURBING THE PEACE,NATURAL HIST MUSEUM,1
DRUNK,NATURAL HIST MUSEUM,2
INDECENT EXPOSURE,NATURAL HIST MUSEUM,2
INVESTIGATION/FOLLOW,NATURAL HIST MUSEUM,1
KEEP THE PEACE,NATURAL HIST MUSEUM,1
LODGING W/O CONSENT,NATURAL HIST MUSEUM,8
MAL DEST PROPERTY,NATURAL HIST MUSEUM,4
MENTALLY ILL PERSON,NATURAL HIST MUSEUM,3
MISSING/FOUND PROPER,NATURAL HIST MUSEUM,1
NARCOTICS,NATURAL HIST MUSEUM,4
NON-CRIMINAL DETAIL,NATURAL HIST MUSEUM,1
OTHER DISTURBANCE,NATURAL HIST MUSEUM,19
PARK RULES VIOL ALCO,NATURAL HIST MUSEUM,1
PARK RULES VIOL CHIL,NATURAL HIST MUSEUM,2
PARK RULES VIOL OTHE,NATURAL HIST MUSEUM,1
PERSON ON FOOT,NATURAL HIST MUSEUM,13
PERSON W/GUN,NATURAL HIST MUSEUM,1
SEE PERSON FOR INFO,NATURAL HIST MUSEUM,1
SICK OR INJURED PERS,NATURAL HIST MUSEUM,3
STOLEN PROPERTY,NATURAL HIST MUSEUM,1
SUSPICIOUS PERSON,NATURAL HIST MUSEUM,7
SUSPICIOUS SITUATION,NATURAL HIST MUSEUM,2
SUSPICIOUS VEHICLE,NATURAL HIST MUSEUM,2
TRAFFIC PROBLEM,NATURAL HIST MUSEUM,4
TRAFFIC STOP,NATURAL HIST MUSEUM,1
TRESPASS,NATURAL HIST MUSEUM,2
WANTED PERSON,NATURAL HIST MUSEUM,1
DETAIL,NATIONAL NIGHT OUT,1
OTHER DISTURBANCE,NACHO DADDYS,1
OTHER DISTURBANCE,NACHO DADDY,1
SICK OR INJURED PERS,NACHO DADDY,2
ACCIDENT W/INJURY,N95/RANCHO,1
PERSON ON FOOT,N/S OF DTC,1
OTHER DISTURBANCE,N/E CORNER,1
WANTED PERSON,N/B 215 S/O SAHARA,1
SUSPICIOUS VEHICLE,N.SANDHILL RD & E.BONANZA RD,1
PERSON ON FOOT,N YALE ST&W WASHINGTON AVE,1
DETAIL,N YALE ST&CANNON CIR,1
ASSIST AN OFFICER,N WALNUT RD&E OWENS AVE,1
TRAFFIC STOP,N VALLEY VIEW BLVD&W WASHINGTO,1
TRAFFIC STOP,N VALLEY VIEW BLVD&W BONANZA R,2
ASSIST AN OFFICER,N VALLEY VIEW BLVD&S US 95,1
TRAFFIC STOP,N VALLEY VIEW BLVD&N US 95,2
TRAFFIC STOP,N VALLEY VIEW BLVD&FORTUNE AVE,1
FIRE,N US 95&W WASHINGTON AVE,1
SUICIDE,N US 95&W WASHINGTON AVE,1
ACCIDENT,N US 95&W LAKE MEAD BLVD,3
NARCOTICS,N US 95&W LAKE MEAD BLVD,1
TRAFFIC PROBLEM,N US 95&W LAKE MEAD BLVD,1
TRAFFIC STOP,N US 95&W LAKE MEAD BLVD,4
WARRANT PICKUP,N US 95&W LAKE MEAD BLVD,1
ACCIDENT,N US 95&W CRAIG RD,1
ASSIST A CITIZEN,N US 95&W CRAIG RD,1
FIRE,N US 95&W CRAIG RD,1
TRAFFIC STOP,N US 95&W CRAIG RD,2
ACCIDENT,N US 95&W CHEYENNE AVE,2
MAINTENANCE,N US 95&W CHEYENNE AVE,1
PED/VEH INTERFERENCE,N US 95&W CHEYENNE AVE,1
TRAFFIC PROBLEM,N US 95&W CHEYENNE AVE,1
TRAFFIC STOP,N US 95&W CHEYENNE AVE,5
ACCIDENT,N US 95&W ANN RD,1
DRUNK DRIVER,N US 95&W ANN RD,1
TRAFFIC STOP,N US 95&W ANN RD,2
TRAFFIC STOP,N US 95&W ALEXANDER RD,2
DRUNK DRIVER,N US 95&S MARTIN L KING BLVD,1
PERSON ON FOOT,N US 95&S MARTIN L KING BLVD,1
TRAFFIC STOP,N US 95&S MARTIN L KING BLVD,2
ACCIDENT,N US 95&S I 15,2
TRAFFIC PROBLEM,N US 95&N VALLEY VIEW BLVD,1
TRAFFIC STOP,N US 95&N VALLEY VIEW BLVD,1
ACCIDENT,N US 95&N RANCHO DR,1
FIRE,N US 95&N RANCHO DR,1
SICK OR INJURED PERS,N US 95&N RANCHO DR,1
TRAFFIC STOP,N US 95&N RANCHO DR,3
TRANSPORT,N US 95&N RANCHO DR,1
WANTED PERSON,N US 95&N RANCHO DR,1
ACCIDENT,N US 95&N RAINBOW BLVD,1
ASSIST AN OFFICER,N US 95&N RAINBOW BLVD,1
TRAFFIC PROBLEM,N US 95&N RAINBOW BLVD,1
TRAFFIC STOP,N US 95&N RAINBOW BLVD,3
ANIMAL COMPLAINT,N US 95&N MARTIN L KING BLVD,1
PERSON ON FOOT,N US 95&N MARTIN L KING BLVD,1
TRAFFIC STOP,N US 95&N MARTIN L KING BLVD,1
ACCIDENT,N US 95&N LAS VEGAS BLVD,1
NARCOTICS,N US 95&N LAS VEGAS BLVD,1
OTHER DISTURBANCE,N US 95&N LAS VEGAS BLVD,1
PERSON ON FOOT,N US 95&N LAS VEGAS BLVD,7
TRAFFIC STOP,N US 95&N LAS VEGAS BLVD,2
TRESPASS,N US 95&N LAS VEGAS BLVD,3
UNKNOWN TROUBLE,N US 95&N LAS VEGAS BLVD,1
ACCIDENT,N US 95&N JONES BLVD,2
TRAFFIC PROBLEM,N US 95&N JONES BLVD,1
TRAFFIC STOP,N US 95&N JONES BLVD,6
ACCIDENT,N US 95&N I 15,2
TRAFFIC STOP,N US 95&N I 15,1
DETAIL,N US 95&N EASTERN AVE,1
PERSON ON FOOT,N US 95&N EASTERN AVE,3
TRAFFIC PROBLEM,N US 95&N EASTERN AVE,1
TRAFFIC STOP,N US 95&N EASTERN AVE,1
UNKNOWN TROUBLE,N US 95&N EASTERN AVE,1
ACCIDENT,N US 95&N DURANGO DR,1
SUSPICIOUS PERSON,N US 95&N DURANGO DR,1
TRAFFIC STOP,N US 95&N DURANGO DR,1
ACCIDENT,N US 95&N DECATUR BLVD,2
ASSIST A CITIZEN,N US 95&N DECATUR BLVD,1
PERSON ON FOOT,N US 95&N DECATUR BLVD,1
TRANSPORT,N US 95&N DECATUR BLVD,1
ACCIDENT,N US 95&N CASINO CENTER BLVD,2
TRAFFIC PROBLEM,N US 95&N CASINO CENTER BLVD,1
PERSON ON FOOT,N US 95&N 4TH ST,2
TRAFFIC STOP,N US 95&N 4TH ST,1
TRESPASS,N US 95&N 4TH ST,2
DETAIL,N US 95&N 14TH ST,1
TRAFFIC STOP,N US 95&HORSE DR,1
TRAFFIC STOP,N US 95&E RUSSELL RD,1
ASSIST A CITIZEN,N US 95&CC 215,1
TRAFFIC STOP,N US 95&CC 215,1
ACCIDENT,N TOWN CENTER DR&N HUALAPAI WA,1
PERSON ON FOOT,N TOWN CENTER DR&N HUALAPAI WA,1
PETIT LARCENY,N TOWN CENTER DR&N HUALAPAI WA,1
TRAFFIC STOP,N TOWN CENTER DR&COVINGTON CROSS DR,1
ACCIDENT,N TORREY PINES DR&W LAKE MEAD BLVD,1
ACCIDENT,N TORREY PINES DR&W LAKE MEAD ,1
TRAFFIC STOP,N TORREY PINES DR&W LAKE MEAD ,1
TRAFFIC STOP,N TORREY PINES DR&W CHEYENNE A,1
TRAFFIC STOP,N TORREY PINES DR&W BROOKS AVE,1
ACCIDENT HIT/RUN,N TORREY PINES DR&W ALEXANDER ,1
